Desc,Sub_Department
"At 10 years old, I felt like my body was betraying me. My skin, usually smooth like a peeled mango, was erupting in itchy rebellion. Tiny red bumps, like angry pinpricks, popped up on my face first, then marched across my chest and back, soon claiming every inch of me except the soles of my feet. Each one throbbed with an infuriating itch, the kind that made you scratch until you drew blood, only to find it offered no relief. The worst part? These weren't just bumps. They were tiny volcanoes, erupting into fluid-filled blisters that mirrored the misery inside me. My head pounded, my stomach grumbled, and my whole body felt like it was buzzing with a feverish electricity. Even the air tasted wrong, like stale cotton candy. I knew it was chickenpox, a rite of passage I never wanted, and all I could do was wait for the storm to pass, scratching my way through the itchy inferno until my skin finally calmed, leaving behind a map of scabs and a deep, bone-tired weariness.",nfectious Disease or Pediatrics Department / Virology
"At 8 years old, my once smooth legs felt like a battlefield covered in itchy craters. The chickenpox started like a traitorous ambush, with a low fever and scratchy throat making me feel sluggish. Then, the tiny red bumps erupted on my chest, spreading like wildfire across my arms, face, and even down my back. Every bump felt like a mini volcano bubbling and itching to boil over. Soon, those bumps transformed into tiny watery blisters, taunting me with their constant, nerve-wracking itch. Sleep became a distant dream, as scratching one only seemed to ignite ten more. I felt miserable, like a walking pincushion with a built-in sneeze reflex. The worst part? My mom kept reminding me not to scratch, as if that wasn't the only thing my brain could think about! Even the air brushing against my skin felt like an assault. All I wanted was to crawl into a cool, dark cave and hibernate until the itchy storm passed.",nfectious Disease or Pediatrics Department / Virology
"At 10, I knew something was wrong before the spots even showed up. A funny feeling, like a shiver under my skin, and a prickling heat that wouldn't settle. Then came the fever, making my head throb like a drum solo, and the fatigue that dragged me down like a lead weight. It was the scratchiness that really got me, though. It started on my chest, a million tiny ants crawling under my shirt, and before I knew it, my arms, my back, even my scalp were itching like crazy. By the next morning, the ants had morphed into tiny red bumps, then clear, bubble-like blisters. They popped and oozed, scabbing over in a day, while new ones sprouted like weeds in my wake. My mouth felt like sandpaper, and the worst part was the eyes – puffy and itchy, making me look like a panda with the flu. Every inch of me seemed to be conspiring against me, itchy, prickly, and aching. I just wanted to burrow under the covers and wait for the whole thing to be over.",nfectious Disease or Pediatrics Department / Virology
"At 8 years old, the world suddenly felt itchy. It started with a tickle on my back, like a spider crawled under my shirt, but when I scratched, it just got worse. Then the spots arrived, red bumps blooming on my forehead like angry cherries. Soon, they were everywhere – my chest, arms, even the soles of my feet. Each bump puffed into a blister, a tiny water balloon begging to be popped, but popping only brought searing pain and more itching. My body buzzed like a hive, every whisper of fabric setting it off. My head throbbed with a dull ache, and my legs felt like lead weights. Even my eyelids seemed inflamed, making the world blurry and harsh. My mom said it was chickenpox, a childhood plague I'd somehow missed. Honestly, it felt more like a tiny demon took a paintbrush dipped in itch to my skin and decided to go Picasso. I just wanted to burrow under the covers and sleep, hoping I'd wake up unblistered in a world without wool socks.",nfectious Disease or Pediatrics Department / Virology
"At 10 years old, my world felt like it was erupting in itchy volcanoes. The first warning was a tickle, a low-grade fever that brushed past like a wisp of smoke. Then, the tiny bombs went off. Red bumps, like angry pinpricks, sprouted across my face, chest, and arms. Each one felt like a tiny coal being held against my skin, burning and begging to be scratched. Over the next few days, they transformed into glistening water balloons, filled with a liquid that mirrored the fear in my eyes. The itch, oh, the itch, it was a constant chorus of torment, urging me to tear at my skin, to rip off the bubbles of misery. Sleep became a battlefield, every toss and turn a betrayal to my itchy body. My once vibrant energy dwindled, replaced by a bone-deep fatigue that made even lifting a spoon feel like climbing Everest. Chickenpox, they called it, this unwelcome guest who'd taken over my childhood castle. It was a symphony of misery, each itchy note clinging to me like a bad song I couldn't escape. But even through the fog of discomfort, a glimmer of hope remained.",nfectious Disease or Pediatrics Department / Virology
"At 12, I thought it was just another case of the sniffles. But then the fever hit, like a furnace suddenly cranked up in my chest. My head throbbed like a drum, and my stomach felt like a washing machine on spin. The next morning, I woke up to the real horror show: a constellation of itchy red bumps erupting across my face and arms. They were like tiny volcanoes, waiting to erupt. Mom took one look and her eyes widened. ""Chickenpox,"" she declared, her voice tight. Over the next few days, the volcanoes popped, turning into itchy, fluid-filled blisters that felt like someone was peppering my skin with needles. The worst part? The incessant, maddening itch that clawed at every inch of me, begging to be scratched, but making everything worse when I did. Sleep became a distant dream, replaced by a symphony of scratching and whimpering. I felt like a walking pincushion, miserable and contagious, trapped in my own itchy inferno.",nfectious Disease or Pediatrics Department / Virology
"At 8 years old, my once smooth skin felt like a battlefield covered in angry red landmines. My body, usually zipping around like a hummingbird, was sluggish and heavy, weighed down by a fever that made me want to burrow into a cool cave. My head throbbed, and every bite of toast tasted like cardboard dipped in sand. But the absolute worst? The itch. Oh, the relentless, maddening itch! Tiny red bumps had blossomed into fluid-filled bubbles, prickling with an urge to scratch that I fought down with gritted teeth. I knew if I gave in, it would be like setting a match to gunpowder, spreading the tiny volcanoes across my cheeks, arms, and even down into the uncomfortable territory of my underwear. My mom kept saying it would get better, but right then, it felt like all these itchy dots were my new reality, a miserable landscape I was doomed to explore.",nfectious Disease or Pediatrics Department / Virology
"At 10 years old, I felt like I was turning into a polka-dotted monster. It started with a fever, a tickle I couldn't scratch deep inside, and a general grumpiness that had my mom checking the thermometer every five minutes. Then came the spots. Tiny red dots, like mischievous bugs, crawled across my face, chest, and belly. They itched like crazy, a thousand tiny needles poking just below the surface. Every time I scratched, the dots bloomed into fluid-filled blisters, fat and wobbly like miniature water balloons. They popped easily, leaving angry red welts in their wake. My limbs felt heavy, my head throbbed, and even my mouth had angry red blisters, making slurping my soup an agonizing adventure. I just wanted to crawl under the covers and hibernate until the polka-dotted plague passed, leaving me smooth and unscathed.",nfectious Disease or Pediatrics Department / Virology
"The first prickle of itch was just a nuisance, a forgotten mosquito bite. Then another, and another, like fireflies erupting across my skin. Soon, my whole body buzzed with relentless tingles, morphing into tiny red bumps, angry and insistent. My reflection became a stranger, spotted with a rash blooming like poppies across my face, chest, arms. It crept into crevices, settling on the soft skin inside my elbows, mocking my attempts to scratch. Fever pulsed through me, turning my bones to lead. Each breath rasped in my throat, sandpaper against cotton. Fatigue dragged me down, a thick, suffocating fog I couldn't escape. Even blinking felt like an expedition. Lethargy wrapped me in its clammy grip, stealing my usual joy like a thief in the night. But through the haze, a strange defiance flickered. This wouldn't break me. I'd seen kids bounce back from chickenpox, giggling through itchy scabs. If they could, so could I. So I clung to that thought, a tiny ember in the cold, a promise whispered against the roar of fever. I'd wait out the storm, one itchy scratch, one feverish dream at a time. This might hurt, but beneath it all, I knew I was whole.",nfectious Disease or Pediatrics Department / Virology
"The last few days have been a blur of fever and itching. My body feels like a battlefield, every inch prickling with a need to scratch that just makes things worse. The fever burns like an angry sun, sapping my energy and leaving me draped in a cold sweat that chills me to the bone. My once-familiar face is a stranger now, dotted with tiny, angry red bumps that morph into fluid-filled blisters. They're everywhere – on my face, chest, arms, even in the secret places. Each one feels like a miniature volcano, erupting with an itch that claws at my sanity. The lethargy is like a heavy cloak, pinning me to the bed. Simple tasks require Herculean effort, and even the thought of getting up makes my head pound. I'm a prisoner in my own skin, waiting for this unwelcome guest to pack its bags and leave. But even in this misery, there's a strange acceptance. I know this dance, the familiar waltz of chickenpox.",nfectious Disease or Pediatrics Department / Virology
"The last few days have been a blurry fever dream. It started with a bone-crushing fatigue, like my limbs were filled with lead. My head pounded with every heartbeat, and a low fever clung to me like a damp shawl. Then came the itching, oh god, the itching! It started as a whisper beneath my skin, a thousand tiny ants nibbling at every nerve ending. Now, it's a symphony of fiery scratches, blooming into a rash that crawls across my body like an angry red map. Tiny, fluid-filled blisters sprout on my face, chest, arms, everywhere, mocking me with their mocking laughter. Each scratch feels like a betrayal, a tiny explosion that only fuels the fire. I feel like I'm trapped in my own itchy prison, a fevered prisoner with a body that's turned against me. Sleep eludes me, replaced by the maddening chorus of my own scratching and the feverish thrumming in my veins. I know it's just chickenpox, a childhood rite of passage I somehow missed, but right now, it feels like a cruel joke played on my adult body.",nfectious Disease or Pediatrics Department / Virology
"The world seems muffled through a feverish haze. My body feels like a battlefield; every inch prickles with the incessant buzz of itchy red dots blossoming into tiny volcanoes of fluid. Sleep evades me, a cruel joke as exhaustion drags at my eyelids while my skin screams for relief. I feel lethargic, limbs leaden weights despite the inferno raging within. Even simple tasks like turning the page of a book require monumental effort. It's like walking through molasses, my thoughts sluggish and unmoored. The mirror reflects a stranger – red-rimmed eyes sunken in puffy cheeks, the once familiar face ravaged by this unwelcome map of blisters. Every scratch feels like a betrayal, yet the urge is maddening, an endless cycle of torment and scabbing. I dream of crisp sheets, cool baths, and the blissful oblivion of sleep, yearning for the day this unwelcome guest takes its leave, leaving behind nothing but the whisper of scars and the echo of an uncomfortable memory.",nfectious Disease or Pediatrics Department / Virology
"The fever felt like a bonfire crackling inside me, an inferno radiating through my aching bones. My skin, usually my loyal shield, had turned traitor, erupting in a thousand tiny betrayals. Itchy red dots, blooming into fluid-filled blisters, had colonized every inch, from my scalp to the soles of my feet. Scratching, a desperate attempt at relief, only fanned the flames of discomfort. Fatigue, a heavy cloak, shrouded my every move. Even lifting my eyelids felt like dragging boulders. Lethargy clung to me like cobwebs, trapping me in a hazy prison of my own body. The world outside, once vibrant, seemed muted and distant, filtered through the feverish fog. Yet, amidst the discomfort, a strange curiosity bloomed. Each new bubble, each prickle of itch, was a map of the virus's journey, a tangible reminder of my body's valiant battle. It was a war I was determined to win, even if the battlefield was my own skin. This chickenpox, though unwelcome, was a story etched onto my flesh, a testament to my resilience, a chapter I would someday read with a bittersweet smile, a reminder of the inferno I survived.",nfectious Disease or Pediatrics Department / Virology
"The first prickle of misery came with a fever that wouldn't quit, a furnace burning inside me despite the chills that wracked my body. Then the fatigue hit, a leaden weight anchoring me to the bed. Every muscle ached, a dull throb that mimicked the relentless drumbeat of my racing heart. It wasn't until the first itchy bump surfaced, a tiny traitor on my forearm, that I knew the culprit – chickenpox. Soon, the tiny traitors multiplied, blooming into a constellation of angry red dots across my skin. Each one, a tiny volcano of fire, erupting into fluid-filled blisters that itched like a thousand needles. Sleep became a distant dream, replaced by the maddening scratch, scratch, scratch of my fingernails against my inflamed skin. Every movement was a battle, a test of endurance against the fiery torment of my own body. I felt like a prisoner in my own flesh, trapped by this unwelcome guest who'd turned my life into a feverish, itchy nightmare. But even amidst the misery, a spark of defiance flickered. This wouldn't break me.",nfectious Disease or Pediatrics Department / Virology
"The first hint was the fatigue, a leaden cloak draping over my usual spark. Then came the fever, a furnace within scorching my bones. My head throbbed, my appetite vanished, and even the sheets felt like sandpaper against my skin. Then, it arrived: the rash. Tiny prickles blossomed into angry red bumps, itching with a maddening intensity. Each day, new waves erupted, spreading relentlessly across my torso, arms, and face. Sleep became a battlefield, scratched and restless. Looking in the mirror felt like peering into a funhouse, my reflection distorted by a constellation of blisters. Every fiber of my being craved relief, a respite from the incessant itch and feverish burn. Yet, with each passing day, I watched these foreign invaders, these unwelcome guests, slowly wane, the blisters drying, the fever abating. It was a grotesque metamorphosis, a war fought and won on my own skin. Now, the scabs dot my body, fading reminders of a battle fought within. But the fatigue lingers, a whisper of the ordeal, and I wonder, will the phantom itch ever truly vanish?",nfectious Disease or Pediatrics Department / Virology
"It started like a creeping shadow, a fatigue that clung to my bones even after hours of sleep. Then came the fever, a feverish heat that made my skin prickle and my head throb like a drum solo. My reflection in the mirror mocked me, a stranger with puffy eyes and a constellation of itchy red dots blooming across my once-clear skin. Each bump felt like a tiny volcano, promising an eruption of molten itch. The rash, it sprawled like an unwelcome guest, multiplying across my chest, arms, and legs, making even the caress of my own clothes an excruciating torture. Lethargy, a thick fog, settled in my brain, stealing my usual spark and leaving me adrift in a sea of aches and chills. The worst part, though, is the loneliness. This chicken pox, a childhood plague unwelcome in adulthood, has turned me into an island, a walking biohazard, quarantined from the world I crave. I yearn for the touch of a hand, the warmth of a hug, but fear hangs heavy in the air, a cruel barrier between me and human connection. Yet, amidst the discomfort and isolation, there's a strange resilience.",nfectious Disease or Pediatrics Department / Virology
"The first prickle of fever was a subtle betrayal, a tiny traitor whispering in my ear long before the thermometer confirmed its fiery coup. Then came the fatigue, a leaden weight dragging at my limbs, stealing the spring from my step. The world began to blur, the edges fuzzy with a lethargy that seemed to seep into my very bones. It was the itching, though, that truly announced its arrival, a thousand tiny demons skittering across my skin, demanding to be scratched, to be soothed. When the first blister erupted on my chest, a tiny volcano of red, I knew the enemy: varicella, the chicken pox bandit, had claimed my body as its playground. Now, the rash blossoms, a constellation of itchy stars spreading across my torso, down my arms, and onto my face. Each bump is a tiny betrayal, a burning reminder of my vulnerability. I feel like a porcelain doll, delicately cracked, the fever a molten core threatening to spill. Yet, amidst the discomfort, there's a strange stillness, a forced introspection. As I watch the blisters rise and fall, I wonder if this is the price of immunity, the body's fierce battle painting its story on my skin.",nfectious Disease or Pediatrics Department / Virology
"The first prickle of itch was just a nuisance, a forgotten mosquito bite. Then another, and another, like fireflies erupting across my skin. Soon, my whole body buzzed with relentless needles, urging me to tear at it all, rip apart my own flesh to find relief. But scratching only fanned the flames, bringing a constellation of red bumps blossoming into fluid-filled stars, hot and angry against my pale canvas. Fever cloaked me in a clammy misery, my bones aching with lethargy. My eyes felt heavy, lids drooping under the weight of exhaustion. Even thinking was a chore, my brain sluggish and unmoored. Every joint protested, refusing to cooperate, turning the simplest movement into a herculean task. I felt trapped in my own body, a prisoner of an unseen enemy multiplying within me. In the mirror, a stranger stared back. My reflection, usually sparkling with life, had been dulled by fever's heat. The rash, once a whisper, now sprawled in an angry mosaic, each blister mirroring the inferno raging within. It was a chilling sight, a stark reminder of the fragile line between vibrant health and debilitating sickness. Yet, somewhere beneath the fear and discomfort, a spark of defiance flickered.",nfectious Disease or Pediatrics Department / Virology
"It felt like my head was a fiery furnace, throbbing with every beat of my heart. My bones ached and muscles were weak, making even the simplest movement feel like a monumental effort. The nausea was relentless, churning my insides and leaving a metallic taste in my mouth. Any attempt at food or water was met with violent rejection. My skin felt like it was on fire, prickling and itching with an unbearable intensity. The chills that wracked my body were bone-deep, despite the heat radiating from my own skin. I felt utterly miserable, trapped in a body that betrayed me at every turn.",Infectious Disease Department
"It all started with a fever, relentless and high, that wouldn't budge no matter how much water I drank or how many blankets I piled on. Then came the splitting headache, feeling like a vice was tightening around my skull. My joints ached with a ferocity that made every movement an agonizing chore. Nausea and vomiting followed, the violent spasms wracking my entire body. I couldn't even keep water down, leaving me feeling dehydrated and weak. My skin, once vibrant, became flushed and dotted with a red rash that spread like wildfire. I felt utterly drained, like all my energy had been sapped away, leaving me helpless in the grip of this mysterious illness. The fear was palpable, the unknown lurking around every corner, making me question if this was just a bad case of the flu or something more sinister.",Infectious Disease Department
"It started with a sudden, high fever that felt like a furnace had been lit inside my body. My head throbbed like a drum with every beat of my aching heart. Every muscle in my body ached, and moving felt like a monumental effort. My eyes burned, and even the dimmest light felt like a thousand needles stabbing at my eyeballs. Nausea and vomiting became my constant companions, and even the thought of food sent my stomach into a revolt. The world felt like it was spinning around me, and I felt weak and dizzy, barely able to stand. My skin was covered in a faint pink rash that felt like sandpaper, and the slightest touch sent shivers down my spine. I knew I was sick, but I couldn't shake the feeling that there was something more, something lurking beneath the surface, waiting to unleash its full fury upon me.",Infectious Disease Department
"It all started with a sudden, high fever that wouldn't budge. I was shivering uncontrollably, despite the tropical heat. My head throbbed like a drum, and every joint and muscle in my body ached like I'd been run over by a truck. Nausea and vomiting became my constant companions, and a strange rash started appearing on my skin. I felt weak and exhausted, barely able to move from bed. Even the slightest movement felt like a monumental effort. The world seemed to be spinning around me, and the pain was so intense it made me question whether I'd ever feel normal again. Fear crept in, whispering of something being terribly wrong. This wasn't just any flu; it was something different, something sinister. It was dengue.",Infectious Disease Department
"It all started with a high fever that wouldn't break. It felt like someone had lit a fire in my head, and no amount of cold water or paracetamol could extinguish it. My muscles and bones ached like I'd run a marathon, and a splitting headache pounded behind my eyes. Every movement felt like a monumental effort, and my usual boundless energy had been replaced by a crushing fatigue. I felt nauseous and lost my appetite, and even the thought of food made my stomach churn. My skin was flushed and itchy, and a rash of tiny red dots started to appear on my arms and legs. I knew I was sick, but I never imagined it could be anything as serious as dengue.",Infectious Disease Department
"It all started with a sudden, high fever that felt like it was burning from the inside out. Soon, a throbbing headache took hold, and every muscle and joint in my body felt like it was on fire. My stomach churned, and even the thought of food made me nauseous. Then came the chills, wracking my body with goosebumps even under layers of blankets. My eyes were sore and sensitive to light, and the pain behind them felt like someone was pushing needles into my skull. Each cough and sneeze felt like a thousand tiny knives stabbing my lungs. As days passed, a rash spread across my skin, itchy and red, adding to my growing discomfort. I felt weak and exhausted, barely able to muster the energy to get out of bed. This wasn't just a normal flu; this was something different, something much worse.",Infectious Disease Department
"It all started with a fever. Not just any fever, mind you, but one that felt like a furnace had been lit inside my bones. It burned relentlessly, day and night, stealing away my energy and appetite. As the days wore on, the fever was joined by other unwelcome guests: a splitting headache that felt like a vise tightening around my skull, achy muscles that made even the slightest movement an ordeal, and a nausea that churned my stomach like it was in a washing machine. My skin, once the color of warm honey, was now flushed and covered in a rash that felt like fire ants were crawling all over me. Even the simplest tasks, like getting out of bed or taking a sip of water, became monumental efforts. I felt weak, exhausted, and utterly miserable, trapped in a body that had betrayed me.",Infectious Disease Department
"It all started with a sudden, bone-deep ache that felt like my very bones were vibrating. Then the fever hit, a relentless heat that no matter how much I tried to cool down, just wouldn't let up. My head throbbed like a drum solo, each beat echoing through my skull. My muscles felt weak and achy, like I'd been run over by a truck. Then came the nausea, a constant wave of unease that made me lose my appetite completely. Every swallow felt like a struggle, and even the smallest sip of water would leave me feeling like I might burst. On top of everything, a strange red rash started appearing on my skin, spreading like wildfire across my body. It felt like I was on fire, both inside and out. I knew then, with a sinking feeling in my gut, that I had contracted dengue.",Infectious Disease Department
"It felt like a truck had hit me. My head pounded with each beat of my heart, and my muscles ached as if I'd run a marathon. The fever was relentless, stealing my energy and leaving me weak and shivering. My throat was so dry, swallowing felt like sandpaper scraping against my skin. Even the taste of water was metallic and unappealing. Nausea churned in my stomach, refusing to subside even when I was empty. The only thing I could do was lie in bed, trapped under a pile of blankets, wishing for the fever to break and the pain to subside.",Infectious Disease Department
"It all started with a sudden, brutal fever. It felt like a furnace had been lit inside me, and chills racked my body like an earthquake. Every joint and muscle ached, making even the slightest movement a painful chore. My head throbbed like a drum, and nausea churned in my stomach. I felt completely drained of energy, barely able to crawl out of bed. The worst part was the unbearable thirst, but nothing I drank seemed to quench it. I knew I was sick, but I never imagined it would be this debilitating.",Infectious Disease Department
"My head felt like a cracked coconut, throbbing with each pulse of a fever that wouldn't quit. I'm 28, usually tough as nails, but even walking to the bathroom was a test of fortitude. Razor-sharp pain gnawed at my muscles, especially behind my eyes, making them throb like angry red orbs. Every inch of my body ached, like I'd been pummeled in a pillow fight with rocks. Nausea lurked constantly, threatening to turn my breakfast of water and saltines into a nasty encore. To top it all off, a fiery rash bloomed across my skin, mimicking the sunset in angry patches. I knew, with a gut-wrenching certainty, that this wasn't the flu. This was dengue, the unwelcome souvenir from my recent trip to the tropics.",Infectious Disease Department
"As a 25-year-old woman, I never thought a mosquito bite could knock me down like this. It started subtly, a fever tingling at the edges of my awareness, then blossoming into a furnace overnight. My head throbbed, each beat echoing behind my eyes, and every muscle in my body ached like I'd been running a marathon. Nausea churned in my gut, and even the thought of water sent shivers down my spine. The worst, though, was the bone-deep fatigue. It felt like my limbs were filled with lead, and even lifting my head felt like a monumental effort. Then came the rash, an angry red spiderweb blooming across my skin, a cruel reminder of the invader within. This wasn't just a fever; it was a full-body assault, and I was trapped in the battleground.",Infectious Disease Department
"My head throbbed like a drum solo in my skull, each beat echoing with the chills that racked my 16-year-old frame. My muscles ached like they'd been pummeled by a boxer, every joint screaming with a dull, insistent fire. My eyes felt molten behind their sockets, blurring the world into a feverish haze. Nausea churned in my stomach like a washing machine on spin cycle, threatening to spill its contents with every cough or groan. Then came the rash, a prickling eruption of angry red spots across my skin, crawling like unwelcome insects. I knew then, with a cold dread that settled in my gut, that it was dengue. The bone-breaking fever, the relentless aches, the telltale rash – it all lined up like a grim poem. My 16-year-old body felt like a battlefield, waging war against an invisible enemy, and I was just a shell, hoping for the fever to break and the sun to shine through the fog of illness.",Infectious Disease Department
"My head felt like a cracked coconut, throbbing with each beat of my 12-year-old heart. I was 17 degrees hotter than any summer, sweating through my sheets even in Bangladesh's December. My bones ached like they'd been dragged through the jungle, every joint a searing reminder of my misery. My muscles, even my eyelids, throbbed in protest of any movement. Nausea churned in my stomach, making anything but water seem like an invitation to hurl. Then came the rash, a traitorous betrayal spread across my skin like the measles had forgotten their party hat. Bright red splotches bloomed on my arms, torso, even creeping onto my face, mimicking the fever's angry heat. Each ache, each burning prickle screamed ""dengue,"" sending shivers down my already feverish spine. This wasn't the flu, this was a war my body was desperately trying to win, and every symptom felt like a battle cry.",Infectious Disease Department
"My head feels like it's stuffed with cotton wool, throbbing so hard I can barely hear my own thoughts. It's been five days since I woke up feeling like someone hit me with a truck, and this fever just won't quit. I'm 32, usually the picture of health, but right now, I feel like a fragile porcelain doll, aching in every joint. My muscles protest with each movement, especially my back – every cough feels like someone's twisting a knife. Nausea keeps making unwelcome appearances, and the only thing I've managed to keep down is lukewarm water. My eyes feel like they've been sandpapered, burning behind my skull, and the light makes them scream. Then there's the rash, this angry red blotchiness spreading across my skin, like someone spilled a pot of crimson ink on me. I know it's getting worse, but I'm too weak to even scratch the incessant itch. This isn't just a bad flu; it's a full-body rebellion, and I'm just hoping I can weather the storm before it breaks me.",Infectious Disease Department
"My bones feel like they're rattling inside me, like a maraca stuck on high. I'm 17, and this isn't my first rodeo with the flu, but this is something else. The fever's a furnace, burning my eyes and turning my skin clammy. My headache's a hammer pounding behind them, every cough a jolt that sends fresh waves of nausea rolling. Even my teeth ache, like they're trying to escape the throbbing symphony of pain. Then there's the rash, a fiery red spiderweb crawling across my skin, itching like a thousand tiny demons. I know this isn't just a bad bug. This is dengue, the name hissing in my ears like a threat, and I'm scared, aching, and barely clinging to the hope that this isn't the worst it gets.",Infectious Disease Department
"My head pulsed like a drum solo on repeat, each beat sending a searing wave through my 12-year-old bones. As a girl who's never met a rainy day I didn't love, this fever that had me shivering under cotton blankets felt like a betrayal. Everything ached – my muscles screaming at me to stay still, my joints rebelling with every twitch. My eyes felt like they were stuffed with sandpaper, stinging even in the dim morning light. The nausea was relentless, every sip of water threatening to rejoin the parade of bile that had already painted the bathroom floor. Then came the rash, a fiery map blooming across my skin, itching with a fury that only mosquitoes seem to understand. This wasn't the flu, not the childhood sniffles I knew. This was something else, something vicious and relentless, stealing my strength and painting my world in shades of pain.",Infectious Disease Department
"My head throbbed like a drum solo, each beat echoing in my 32-year-old bones. For the past three days, a high fever had held me hostage, a scorching blanket refusing to let go. My muscles ached like someone had used them for a game of tug-of-war, my joints screaming protests with every movement. Nausea churned in my stomach like a washing machine on spin cycle, the thought of food turning my mouth to sandpaper. Even my eyes felt heavy, burning behind the lids like a sunbaked desert. Then came the rash, an angry red spiderweb crawling across my skin, mirroring the web of confusion in my head. Was it the flu? Food poisoning? Something worse? The doctor's words, ""dengue,"" hung in the air like a verdict, and suddenly, everything made a terrifying kind of sense. This wasn't just a bad case of the chills; it was a battle, and I was the weary soldier on the front lines.",Infectious Disease Department
"As a 28-year-old woman, the first clue was the fever. It wasn't your typical ""ugh, I feel warm"" kind, but a relentless inferno that turned my bones to lead and made me shiver under a mountain of blankets. My head throbbed like a drum solo, and each cough felt like a rib cracking. My eyes, usually bright and curious, were now heavy stones behind burning sockets. Then came the aches, a gnawing pain that settled deep in my muscles and joints, making even the slightest movement a Herculean effort. Nausea clawed at my throat, and every sip of water felt like swallowing fire. Just as I thought it couldn't get worse, a rash erupted, a tapestry of angry red dots blooming across my skin, mirroring the inferno raging within. It was like a nightmare come to life, robbing me of my energy, my appetite, my very sense of self. This wasn't just a bug, it was dengue, a cruel thief stealing my strength and leaving me adrift in a sea of fever and pain.",Infectious Disease Department
"My bones felt like they were being pummeled by tiny hammers, each beat echoing a feverish pulse hammering through my forehead. I'm 27, usually an energetic ball of fire, but for the past two days, I've been a shivering mess, trapped in a feverish nightmare. This isn't your ordinary flu; it's something fiercer, meaner. The pain, oh gods, the pain. It claws at my joints, especially my hands and knees, making even a whisper of movement an agony. My head throbs like a drum solo played inside my skull, and my eyes feel like they're stuffed with sandpaper. Nausea churns in my stomach, threatening to revolt if I even think about water. Every inch of my skin aches, as if someone replaced my blood with fire. Yesterday, a nasty red rash bloomed on my arms, spreading like angry spiderwebs. I feel weak, utterly drained, like I've run a marathon without legs. All I can do is lie here, shivering under a mountain of blankets, praying for this feverish inferno to end. This, they say, is dengue. And in these sweat-soaked moments, it feels like it's trying to break me.",Infectious Disease Department
"The fever hit me like a freight train, shaking my bones and stealing my breath. Every joint in my body felt like a rusted hinge, screaming its protest with each movement. Chills ran through me like icy fingers, sending shivers down my spine even under a pile of blankets. My skin, once smooth canvas, erupted in a rebellion of itchy red welts, blooming and fading in a cruel mockery of a summer rash. Nausea churned in my stomach, making every sip of water feel like a betrayal. Every muscle ached, my fatigue a thick fog pulling me down into an unwelcome slumber. But even in the haze, I observed with a morbid fascination. The taste of metal in my mouth, the strange, dull thudding of my heart. My once vibrant world had shrunk to the four walls of this room, painted in shades of fever and discomfort. Yet, somewhere beneath the fear and the chills, a flicker of hope remained. I knew this dance – the one where dengue played the cruel lead. I had faced it before, and with each sunrise, the pain seemed to dim, the fog lift just a touch. This too, would pass.",Infectious Disease Department
"This fever feels like a firebrand swallowed whole, burning through me from the inside out. My joints ache like they've been twisted in a vice, every movement a battle. Chills rack my body, teeth chattering, even under a mountain of blankets. The nausea is a constant, churning unease in my gut, threatening to erupt at any moment. My skin feels like it's crawling, a thousand tiny insects prickling beneath the surface. Then comes the rash, a macabre dance of red across my arms and legs, mocking my reflection in the mirror. It's a cruel reminder of what's happening inside, a battle I can't see but feel with every agonizing beat of my heart. Fatigue is a thick fog, pulling me down, stealing my strength. I sleep, but the nightmares are vivid, feverish echoes of my pain. Yet, amidst the misery, there's a flicker of defiance. I remember the fight I've always had in me, and I cling to it like a lifeline. This isn't over, not yet. I'll weather this storm, one shaky breath, one aching step at a time.",Infectious Disease Department
"The world feels warped, like I'm trapped in a fever dream. My bones ache like someone replaced my joints with rusty hinges, and every shiver sends chills dancing across my skin. The nausea won't let up, a constant churning in my gut that makes even water seem like a traitor. Fatigue clings to me like a damp shroud, dragging my eyelids down and sucking the energy from every limb. Then there's the rash, these angry red blotches blooming across my arms and legs, mirroring the inferno raging inside. It's like my body's turned against me, waging a war from within. Each symptom screams the same accusatory word: dengue. I remember the stories, the whispers of a virus that turns your blood to water and your bones to brittle glass. Panic claws at my throat, but somewhere deep down, there's a flicker of defiance. I won't let this win. I'll fight this fever, this rash, this fatigue, with every ounce of strength I have left. Because even in this distorted landscape, I still see a sliver of hope, a glimmer of myself pushing through the haze. And that's enough to keep me going, one shaky breath at a time.",Infectious Disease Department
"It started like a slow burn, a fever creeping in at dusk, wrapping my muscles in ice. Then, bam, the aches exploded in my joints, every movement a battle with unseen blades. Sleep became a foreign land, chased away by chills that rattled my bones and a nausea that churned my stomach. The very air tasted metallic, an echo of the bile rising with each dry heave. And then, the rash. It bloomed across my skin like fireflies trapped beneath, angry red whispers itching for release. My body feels like a stranger now, an adversary playing a cruel game. Fatigue clings to me like a shroud, dragging me down into a well of exhaustion. Even my thoughts blur, sluggish and unmoored. Is this how others describe a bad flu? No, there's something fiercer here, a venom coursing through my veins, whispering of mosquito wings and sun-drenched jungles. They call it Dengue, this invisible tormentor, but it feels like a wildfire dancing on the edge of control. I cling to hope, to fleeting moments of respite between shivers, picturing myself emerging from this fever dream, reborn and whole.",Infectious Disease Department
